食譜名稱,作者,圖片,份數,料理時間,食材,食材數量,料理步驟
"
起酥麵包～奶酥餡
",Rita,https://img-global.cpcdn.com/recipes/cfcc0a6d6f968797/751x532cq70/%E8%B5%B7%E9%85%A5%E9%BA%B5%E5%8C%85%EF%BD%9E%E5%A5%B6%E9%85%A5%E9%A4%A1-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 8人份
  ","
 4h
      ","高筋麵粉
砂糖
無鹽奶油
奶粉
蛋
鹽
水
酵母粉
酥皮
蛋液
白芝麻
奶酥餡：
無鹽奶油
奶粉
全蛋
糖粉
鹽
葡萄乾
","280 g
25 g
50 g
12 g
25 g
3 g
150 g
3 g
4 片



120 g
150 g
1 個
100 g
1 g
適量
","1.酥皮除外,將所以材料放麵包機攪拌,基本發酵1h2.將麵糰分成8等份,滾圓再靜置30分鐘.3.將奶酥餡材料一起拌勻備用,葡萄乾看個人喜好,不加也可.4.將麵糰桿圓,包入奶酥餡,上面放上酥皮再撒點芝麻,放烤盤繼續發酵 約90分鐘.5.發酵完成表面刷蛋液,烤箱預熱175度烤約20～25分,每個烤箱溫度不同,稍做調整."
"
普羅旺斯香料烤豬排
",薇薇安的法國餐桌日常,https://img-global.cpcdn.com/recipes/1e2c04951896b6dc/751x532cq70/%E6%99%AE%E7%BE%85%E6%97%BA%E6%96%AF%E9%A6%99%E6%96%99%E7%83%A4%E8%B1%AC%E6%8E%92-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 3人份
  ",Na,"豬排
鹽
胡椒
辣椒粉
戎芥末酱
普羅旺斯香料
","3 片
少許
少許
少許
少許
少許
","1.豬排 3片
鹽 少許
胡椒 少許
辣椒粉 少許
戎芥末酱 少許
普羅旺斯香料 少許2.豬排用拍肉槌將肌肉組織槌鬆,
用剪刀把白色韌帶部分剪開 (烤或煎的時候才不會捲起)
豬排兩面依序抹上鹽、胡椒、辣椒粉 、戎芥末酱、普羅旺斯香料 醃過夜 (或至少3小時)3.用煎的或烤的都好吃喔4.配上沙拉 、水煮馬鈴薯就是美味的一餐"
"
料理四寶紅燒牛肉湯麵
",EaTings,https://img-global.cpcdn.com/recipes/eb19ef430391cbbb/751x532cq70/%E6%96%99%E7%90%86%E5%9B%9B%E5%AF%B6-%E7%B4%85%E7%87%92%E7%89%9B%E8%82%89%E6%B9%AF%E9%BA%B5-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ",Na,"<食材>
牛肉
牛番茄
紅蘿蔔
洋蔥
青蔥
薑
蒜頭
星星八角
麵條
水
<調味料>
白胡椒
黑胡椒
鹽
糖
醬油
韓式包飯醬
橄欖油
","

2 顆

1 顆
2 支
5 片
3 瓣

2 人份
800 cc

少許
少許
1 匙
1/2 匙


少許
","1.備料: 將洋蔥、番茄、紅蘿蔔切成塊狀 
3瓣蒜、青蔥不用切、3顆八角、薑片2.鍋內放入橄欖油 將上述食材全部倒入中火炒
炒到洋蔥 番茄出水後 再放入牛肉 (我的牛肉太早放入這次煮出來有點乾) 
加入水 醬油 白胡椒粉 黑胡椒粒 鹽巴 糖 包飯醬 
煮滾後再以小火悶煮 大概20分鐘 (調味料慢慢下 太清淡可以慢慢調整)
另起一鍋水 煮麵3.等麵好了就可以裝碗 澆入高湯 擺上牛肉 撒上蔥段或蔥花
牛肉怕太乾的可以先將牛肉撈起 之後也好擺盤
圖中黑黑那團 是我手邊沒吃完的真空茶葉蛋 (表示來亂的)
開動囉~ 請慢用"
"
香蕉馬芬
",美國番媽,https://img-global.cpcdn.com/recipes/de1fa6a95653c4b3/751x532cq70/%E9%A6%99%E8%95%89%E9%A6%AC%E8%8A%AC-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 12人份
  ","
 30分鐘
      ","香蕉
檸檬汁
中筋麵粉
小蘇打粉
泡打粉
塩
肉桂粉
白糖
香草精
無塩奶油
輕酸奶油(light
","3 根
1 茶匙
2 杯
1 茶匙
1 茶匙
1/2 茶匙
1 茶匙
1/2 杯
1 茶匙
8 湯匙
1/2 杯
",1.香蕉去皮切塊，擣成泥。2.加入所有材料拌匀(若要加堅果，等拌匀再加)。3.放入馬芬烤盤內(八分滿)，烤箱預熱350度F，烤30分鐘。4.出爐，上桌。5.我的有加核桃。
"
印尼炒泡麵🥡
",泰斯懶人食譜。,https://img-global.cpcdn.com/recipes/f5ae44dcfed094e6/751x532cq70/%E5%8D%B0%E5%B0%BC%E7%82%92%E6%B3%A1%E9%BA%B5%F0%9F%A5%A1-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 3人份
  ","
 20分鐘
      ","印尼炒泡麵2包
王子麵3包
三顆蛋
玉米筍一盒
高麗菜4/1顆
豆皮5片左右
調味料
印尼炒泡麵內附調味包（2份）
醬油1匙半
少許鹽
少許水
","










",1.先將麵全部水煮至半熟，豆皮也加入一起煮，撈起來備用。2.熱鍋加油放入蔬菜清炒，加入鹽、水，至蔬菜軟化。3.加入步驟1材料、醬油、醬包拌炒，如不夠濕潤，可加煮麵水調整，快完成之前加入調味粉包攪拌。4.充分拌炒後關火，即可起鍋。5.再煎3顆半熟太陽蛋，更好吃👍🏻🤜🏻
"
蔥爆牛肉🥩
",泰斯懶人食譜。,https://img-global.cpcdn.com/recipes/3ac0778909c5fd9c/751x532cq70/%E8%94%A5%E7%88%86%E7%89%9B%E8%82%89%F0%9F%A5%A9-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ","
 10分鐘
      ","牛肉一盒
蔥4枝
調味料
蠔油一大匙
米酒一大匙
少許糖
醃料
一匙米酒
少許鹽
少許太白粉（玉米粉）
","









",1.牛肉切塊，加入米酒、鹽抓醃均勻，再將太白粉加入抓勻之後醃20分鐘以上。2.切蔥段，蔥白蔥綠分開。3.加油熱鍋，先將蔥白入鍋爆蔥至微黃，再加入醃好牛肉拌炒，下調味料，牛肉半熟時再加入蔥綠拌炒。4.蔥綠炒軟之後就可以起鍋囉！
"
かにの酥炸燒肉
",Chacha Kuo,https://img-global.cpcdn.com/recipes/2e84de49370dc4e1/751x532cq70/%E3%81%8B%E3%81%AB%E3%81%AE%E9%85%A5%E7%82%B8%E7%87%92%E8%82%89-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"五花肉
花椒粒
香油
樹薯粉
小黃瓜
醃料
蒜泥
醬油
素蠔油
糖
胡椒粉
米酒
","3-400 g
1 大匙
1 大匙
適量
1 條

1 大匙
1 大匙
2 大匙
2 小匙
適量
1 大匙
",1.花椒粒先用香油小火煸香，撈起花椒粒與其他醃料放至一容器內，攪拌均勻 備用2.將醃料均勻的塗抹在豬肉的兩面，醃製一小時3.醃製好的豬肉，用塑膠袋分裝冰冰箱4.醃製好的豬肉兩面沾滿樹薯粉，靜置讓樹薯粉返潮5.下油鍋炸熟，炸酥即可6.瀝乾油脂，切片上桌了，小黃瓜切薄片冰鎮後一起擺上
"
紅棗地瓜薑湯（簡單料理）
",Sophie廚坊,https://img-global.cpcdn.com/recipes/a4f5ad286ded077a/751x532cq70/%E7%B4%85%E6%A3%97%E5%9C%B0%E7%93%9C%E8%96%91%E6%B9%AF%E7%B0%A1%E5%96%AE%E6%96%99%E7%90%86-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ",Na,"地瓜（M）
紅棗（M）
薑片
二砂
開水
","1 條
6 顆
5 片
5 大匙
5 米杯
",1.地瓜清洗乾淨去皮，切塊；紅棗洗淨連同薑片放入內鍋。2.內鍋加入5杯量米杯水量，外鍋加1杯水後按下開關。3.開關跳起後加入二砂，外鍋再加1/2杯量米杯的水後按下開關。4.開關跳起後先試喝甜度做最後調整即可。
"
黃金蝦仁豆腐🎃
",P,https://img-global.cpcdn.com/recipes/e6adaffdeec47627/751x532cq70/%E9%BB%83%E9%87%91%E8%9D%A6%E4%BB%81%E8%B1%86%E8%85%90-%F0%9F%8E%83-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ","
 20分鐘
      ","南瓜
蝦仁
小柱
滑豆腐
蔥花
鹽
胡椒粉
鮮奶油
魚露
","1/2 個
8 隻
12-14 顆
1 盒
適量
少許
少許
80 毫升
1 大匙
",1.先把滑豆腐切丁，然後以熱水加少許鹽浸泡備用。2.蝦仁和小柱煎香拿起備用。切小粒的南瓜放燒熱的平底鍋加水慢慢燒，如燒乾了水便一點一點的加，期間用叉子把南瓜壓一壓，直至變成南瓜蓉。(是不是很像鹹蛋黃呢～)3.然後加入蔥、煎好的蝦仁和小柱、鮮奶油、胡椒粉和魚露繼續烹煮，最後加入豆腐，輕輕的攪拌均勻，然後便可擺盤。4.熱呼呼的在灑上少許蔥花，是一道健康下飯的菜式～
"
生酮版椒鹽蝦
",小翎的生酮飲食實驗室,https://img-global.cpcdn.com/recipes/675a6c8e8e050a87/751x532cq70/%E7%94%9F%E9%85%AE%E7%89%88%E6%A4%92%E9%B9%BD%E8%9D%A6-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"無毒蝦
義大利香料橄欖油
玫瑰鹽
蒜頭碎
薑粉
黑胡椒粉
花椒粉
","25 隻
5 大匙
1 克
1 大匙
1 茶匙
1/2 茶匙
1/2 茶匙
",1.草蝦洗淨去蝦腸，剪去蝦鬚、蝦腳（比較容易剝殼，不剪也可以），用廚房紙巾拍乾。2.蒜頭切碎與薑粉、黑胡椒、花椒、玫瑰鹽混合均勻3.熱鍋，倒入義大利香料橄欖油，將蒜頭、薑粉、黑胡椒、花椒混合物，倒入爆炒後轉中小火4.排好草蝦，加熱1分30秒，翻面再煎1分30秒5.完成
"
鹹蛋糕佐野莓果醬
",Gourmet,https://img-global.cpcdn.com/recipes/b878aa68d3e0b79c/751x532cq70/%E9%B9%B9%E8%9B%8B%E7%B3%95%E4%BD%90%E9%87%8E%E8%8E%93%E6%9E%9C%E9%86%AC-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 1人份
  ",Na,"鹹蛋糕
冷凍野莓
藍莓果醬
","


",1.鹹蛋糕切一片，平鋪再切成四塊。2.置於盤子上，淋上些許藍莓果醬，佐以幾顆野莓。即完成簡易又美味的點心囉！3.鹹鹹甜甜的好滋味，舌尖享受綿密融合的口感❤️~
"
椒鹽松阪豬
",Psyche Chang,https://img-global.cpcdn.com/recipes/e67297d114924dbd/751x532cq70/%E6%A4%92%E9%B9%BD%E6%9D%BE%E9%98%AA%E8%B1%AC-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ","
 20分鐘
      ","松阪肉
鹽
黑胡椒粉
","1 塊
適量
適量
",1.在松阪肉上均勻抹上鹽和黑胡椒粉，靜置10分鐘2.放入氣炸鍋180度10分鐘3.取出用剪刀逆紋剪成小塊即可
"
奶酪
",Apple Lin,https://img-global.cpcdn.com/recipes/fe006482a36bc05a/751x532cq70/%E5%A5%B6%E9%85%AA-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 3人份
  ",Na,"鮮奶油200g
鮮奶200g
糖20g
吉利丁片2片
","



","1.將材料分別秤好備置好2.吉利丁片用冰水泡軟備用(一定要用冰水，常溫水會讓吉利丁片化在水中，就無法使用了！)3.將鮮奶油、鮮奶、糖拌勻，小火加熱至糖溶解(約50度),不用煮滾4.加入泡軟擠乾的吉利丁片拌勻至吉利丁片溶解5.放置微涼後即可裝入容器，待完全放涼後加蓋放入冰箱冷藏，凝固後即可取出食用，可以加上自己喜歡的配料可以，或者是原味食用(這個配方因為鮮奶與鮮奶油比例為1：1，口感吃起來會比較油膩，想要清爽一點，我覺得可以試試2：1，或者用全鮮奶，但可能就沒這麼香濃，大家有自己的喜好可以調整比例試試看！"
"
軟嫩清蒸虱目魚肚
",阿牙！ 亂煮醫通啦～🍳,https://img-global.cpcdn.com/recipes/6d3981c1af1c8d54/751x532cq70/%E8%BB%9F%E5%AB%A9%E6%B8%85%E8%92%B8%E8%99%B1%E7%9B%AE%E9%AD%9A%E8%82%9A-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2-3人份
  ","
 20 分鐘
      ","比目魚肚
青蔥
紅辣椒
老姜
調味
一湯匙醬油
一湯匙水
一湯匙米酒
","


適量




",1.食材準備好 姜切絲 綠蔥切成蔥花 辣椒切細2.把調味倒上去（我加了兩湯匙醬油 有夠鹹QQ 所以食譜改一湯匙）3.蒸籠（唉 我沒有 所以用鍋子蒸 留個小縫） 蒸5分鐘，關火燜4分鐘4.上桌啦！
"
花生腰果煲椰子湯
",桑妮雅素菜,https://img-global.cpcdn.com/recipes/b9b66ca650532fa2/751x532cq70/%E8%8A%B1%E7%94%9F%E8%85%B0%E6%9E%9C%E7%85%B2%E6%A4%B0%E5%AD%90%E6%B9%AF-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,"
 2.5小時
      ","印度椰子一個
紅蘿蔔一個300克
南瓜半個200克
花生，腰果，鷹咀豆各50克
調味：
薑三片，鹽5克
","





",1.花生，腰果，鷹咀豆洗淨，出水。印度椰子去皮，切開後黑皮很容易刨掉，再切條。2.南瓜，紅蘿蔔切成小塊。水開放入所有食材，煲2個小時，加鹽調味。
"
和風蔬果鮮蝦沙拉
",茙茙,https://img-global.cpcdn.com/recipes/c0ac35a8a4d4bbb1/751x532cq70/%E5%92%8C%E9%A2%A8%E8%94%AC%E6%9E%9C%E9%AE%AE%E8%9D%A6%E6%B2%99%E6%8B%89-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"鮮蝦
鴻禧菇
玉米筍
小番茄
藍莓
鳳梨
香菜
和風醬：
柚香和風醬
橄欖油
粗粒黑胡椒鹽
","12 隻
1 包
1 包
8 顆
10 顆
30 g
10 g


10 g
1 茶匙
",1.玉米筍，鴻禧菇，鮮蝦川燙後用冰塊水冰鎮，小蕃茄，鳳梨切小塊，香菜切末，玉米筍，鴻禧菇瀝乾，鮮蝦剝殼2.取一容器依序放入，玉米筍，鴻禧菇，小番茄，鳳梨擺盤放入，放入鮮蝦3.最後放上香菜，藍莓，淋上和風醬即可
"
麻婆豆腐
",Yichen,https://img-global.cpcdn.com/recipes/68bc75e4a174842e/751x532cq70/%E9%BA%BB%E5%A9%86%E8%B1%86%E8%85%90-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ","
 30min
      ","食材
雞蛋豆腐1盒切丁
蔥綠1根切段
絞肉半盒
薑1/3根切絲
蒜瓣2顆切瓣
辣椒1根切段
調味料
辣豆瓣醬2匙
米酒適量
辣椒醬1匙
糖適量
","











",1.備料，豬絞肉以2匙米酒醃15min以上2.適量芥花油至快煮鍋，熱油3.蒜瓣、辣椒、薑爆香4.加入豬絞肉，翻炒至七分熟5.加入2匙豆瓣醬、1匙辣椒醬，糖適量，均勻翻炒至肉全熟6.加入豆腐丁，輕柔翻炒均勻7.美味的麻婆豆腐就煮好啦！
"
韭菜烘湯圓（僞大阪燒版本）
",雲仔,https://img-global.cpcdn.com/recipes/09a1b84d84bbc3d9/751x532cq70/%E9%9F%AD%E8%8F%9C%E7%83%98%E6%B9%AF%E5%9C%93%E5%83%9E%E5%A4%A7%E9%98%AA%E7%87%92%E7%89%88%E6%9C%AC-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 5 小份
  ",Na,"韭菜
蛋
牛奶
味霖
白胡椒粉
鹽
小湯圓
大阪燒醬
蜂蜜芥末沙拉醬
柴魚片
","1 把
4 顆
1 大匙
1 小匙
適量
適量
適量
適量
適量
適量
",1.韭菜切花，下鍋加鹽、白胡椒粉炒香備用；湯圓下鍋煮。PS：韭菜不炒也可以，只是炒了會比較香2.蛋打散加牛奶、味霖、白胡椒粉拌勻，再加韭菜拌勻備用；煮好的湯圓起鍋加大阪燒醬拌勻備用（一定要熱拌）。3.起油鍋（中小火），圈蛋器裡先倒一層蛋液，放湯圓，再倒一層蛋液將空間補至九分滿，加蓋燜煎至表面蛋液大至凝固即可脫模翻面續煎至金黃（如果怕烘成炭焙口味，可以全程用小火）。PS：不用圈蛋器也可以，用了只是比較好看；也可以用中式炒鍋做，直接做一大份，翻面時小心點即可；不加蓋燜煎也行，但是時間會比較久，容易煎太老4.雙面塗上大阪燒醬燒至醬香出來(小火），起鍋擠上沙拉醬，放上柴魚片即可。
"
涼拌白花椰
",Mama Chiu,https://img-global.cpcdn.com/recipes/37f91ac273ccff40/751x532cq70/%E6%B6%BC%E6%8B%8C%E7%99%BD%E8%8A%B1%E6%A4%B0-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"白花椰
蒜頭
辣椒
香菜
麻油
胡椒鹽
鹽
","1 顆
5-6 瓣

適量
適量
適量
適量
",1.蒜頭拍碎，香菜、辣椒切細2.燙好白花椰加入步驟13.倒入香油、胡椒鹽、鹽拌勻
"
蒜炒水蓮
",林軍耀,https://img-global.cpcdn.com/recipes/e69801eadbea3183/751x532cq70/%E8%92%9C%E7%82%92%E6%B0%B4%E8%93%AE-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ","
 5分鐘
      ","水蓮一把200公克
蒜頭兩顆
醬油一匙
鹽
","


少許
",1.蒜末跟水蓮切好備用2.熱油爆香蒜末3.水蓮一起炒4.加點醬油跟鹽調味即可
"
蒜炒空心菜
",啤酒肚,https://img-global.cpcdn.com/recipes/cbd8a52931773ed6/751x532cq70/%E8%92%9C%E7%82%92%E7%A9%BA%E5%BF%83%E8%8F%9C-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,"
 1道試做成品照
      ","空心菜一把洗淨切斷
蒜頭三粒拍扁切半
適量雞粉
","


",1.鍋裡熱油將蒜頭爆香2.放入空心菜一起炒香3.炒到稍軟加適量雞粉繼續翻炒4.炒勻後起鍋完成
"
【媽媽家常菜】🥬-沙茶洋菇炒芹菜葉
",女醫說蔬,https://img-global.cpcdn.com/recipes/cbfbd33b735676e5/751x532cq70/%E5%AA%BD%E5%AA%BD%E5%AE%B6%E5%B8%B8%E8%8F%9C%F0%9F%A5%AC-%E6%B2%99%E8%8C%B6%E6%B4%8B%E8%8F%87%E7%82%92%E8%8A%B9%E8%8F%9C%E8%91%89-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 4人份
  ","
 10分鐘
      ","芹菜葉🥬
洋菇🍄
紅辣椒🌶️
薑片
素食沙茶醬
鹽🧂
油
","1 把
6-8 朵
1/4 條
2 片
2 匙
適量
1/2 匙
",1.芹菜葉挑好，洋菇切片，薑片切絲備用。2.加1/2匙油，等鍋熱後爆香薑絲、紅辣椒。3.加入洋菇、素食沙茶醬拌炒入味，最後再加入芹菜葉，大火快炒後盛盤上桌。
"
傳統牌❤️甜甜圈
",沫曦,https://img-global.cpcdn.com/recipes/6e26665134446273/751x532cq70/%E5%82%B3%E7%B5%B1%E7%89%8C%E2%9D%A4%EF%B8%8F%E7%94%9C%E7%94%9C%E5%9C%88-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"高筋麵粉500克
酵母5克
鹽5克
糖50克
蛋一顆
無鹽奶油融化（40克）
水250ml
","






",1.麵粉糖酵母鹽蛋奶油全部丟進去攪拌2.在鍋子攪拌完整不沾黏鍋子後拿出來在桌面上搓揉十分鐘3.不太沾黏手放回鍋中發酵封保鮮膜約一小時看麵團狀態保鮮膜會澎起4.澎起後手搓看麵團看效果有沒有回彈拿出來拉長條切塊 自己吃看要多大多小看形狀切好後放置在放約十分鐘開始整型5.油鍋約150度竹筷冒泡多就可下鍋了，抽油煙機記得要開！ 雙面金黃即可 糖可先準備好起鍋後直接沾不然冷卻後糖會黏不太住
"
簡易電子鍋鮭魚炊飯
",Ling K,https://img-global.cpcdn.com/recipes/800c040c4d43450a/751x532cq70/%E7%B0%A1%E6%98%93%E9%9B%BB%E5%AD%90%E9%8D%8B%E9%AE%AD%E9%AD%9A%E7%82%8A%E9%A3%AF-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 6 人份
  ","
 1道試做成品照
      ","鮭魚
醃料
鹽巴
胡椒
米酒
炊飯
鴻喜菇
雪白菇
胡蘿蔔
米
昆布
米酒
醬油
味醂
水
雞蛋
植物油
蔥
海鹽
黑胡椒
","1 片

少許
少許
適量

0.5 包
0.5 包
0.5 根
3 杯
1 片
2 匙
1 匙
0.5 匙
適量
3 顆
適量
適量
適量
適量
",1.鮭魚先以鹽巴、胡椒、米酒醃漬2.平底鍋不須放油，熱鍋後放入鮭魚，兩面皆煎至稍微有焦香即可起鍋3.菇類去掉尾端、撥開稍微沖洗，胡蘿蔔去皮切丁，白米洗乾淨4.白米放入電子鍋中，加入米酒、醬油、味醂，再加水到三杯米的刻度線 (所有液體的容量與平時煮飯時相同)，稍微攪拌5.昆布鋪在米上，放上鮭魚 (煎魚時出的油也倒入)，再鋪上胡蘿蔔及菇類，按下炊飯鍵6.飯煮好後先別打開鍋蓋，稍微悶一下，並趁現在利用剛才煎魚的鍋子加點油熱鍋炒蛋，並將蔥洗淨切成蔥花7.打開鍋蓋，取出昆布和鮭魚，將鮭魚的翅挑除8.將鮭魚放回鍋中，加入炒蛋、蔥花、海鹽、黑胡椒拌勻即可享用
"
不沾醬培根餃-微辣
",西風羽,https://img-global.cpcdn.com/recipes/652855d5f8b7e993/751x532cq70/%E4%B8%8D%E6%B2%BE%E9%86%AC%E5%9F%B9%E6%A0%B9%E9%A4%83-%E5%BE%AE%E8%BE%A3-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人
  ","
 2小時
      ","碗培根肉。絞碎
一根辣椒
薑10克
肉料
餃皮30片
胡蘿蔔一小根，絞碎一碗
高麗菜一盤
扇貝30個半片
","3







",1.優先燙好胡蘿蔔、高麗菜完成份量各一碗、培根肉稍穿燙後在與辣椒、薑一同絞碎。扇貝切半。2.同一般餃皮周圍塗水放餡料壓合。3.冷凍後放三次水。滾煮10分鐘。
"
菠菜魚丸湯
",Jeremy's Kitchen,https://img-global.cpcdn.com/recipes/f7f3f66648ce728a/751x532cq70/%E8%8F%A0%E8%8F%9C-%E9%AD%9A%E4%B8%B8%E6%B9%AF-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"菠菜半把洗淨切段
魚丸數顆看個人喜好
雞粉適量
","


",1.鍋裡 煮水 待 沸騰後 將魚丸 下鍋煮滾2.將菠菜 放入一起煮3.煮到菠菜 稍變軟加適量 雞粉完成
"
免挑魚刺～蔥醬鯛魚片
",Chiang You,https://img-global.cpcdn.com/recipes/14db03ba2022a056/751x532cq70/%E5%85%8D%E6%8C%91%E9%AD%9A%E5%88%BA%EF%BD%9E%E8%94%A5%E9%86%AC%E9%AF%9B%E9%AD%9A%E7%89%87-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"鯛魚片1片
蔥1支
地瓜粉少許
油適量
醬料：
醬油清2茶匙
醬油膏2茶匙
味淋1茶匙
糖0.5茶匙
蘋果醋1茶匙（一般醋亦可）
","









",1.鯛魚片洗淨擦乾水份，二面都沾上地瓜粉靜置10分鐘，再以油煎至二面金黃起鍋至於盤中。2.蔥切末，醬料置於碗中拌勻，鍋中放油下蔥白爆香，倒入醬料炒約30秒熄火，再放入蔥綠拌勻即倒入煎好的魚片上。3.完成囉！
"
香煎土魠魚
",麗麗,https://img-global.cpcdn.com/recipes/1893f03e723ebe1d/751x532cq70/%E9%A6%99%E7%85%8E%E5%9C%9F%E9%AD%A0%E9%AD%9A-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ","
 15分
      ","土魠魚
鹽
","2 片
適量
",1.土魠魚洗淨擦乾，雙面抹鹽，靜置5分鐘，平底鍋放少許油，土魠魚煎到雙面金黃（老人家喜歡煎到赤赤）2.起鍋
"
香蕉吐司
",張雅婷,https://img-global.cpcdn.com/recipes/b0f10034bd79be74/751x532cq70/%E9%A6%99%E8%95%89%E5%90%90%E5%8F%B8-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2本
  ",Na,"氣炸烤箱火力較大，容易過度上色變焦，且容易過硬，上色約3分鐘蓋烤盤紙
高筋麵粉..........350g
細砂糖..........30g
奶粉..........2茶匙
香蕉..........100g
全蛋..........1顆
糖..........10g+30g
鮮奶..........70ml
即溶酵母..........1/2茶匙
無鹽奶油..........40g
烤溫：180
時間：17-25
分鐘蓋烤盤紙，預防過度上色
","











3
","1.牛奶、蛋、香蕉 用果汁機混合備用2.酵母，香蕉牛奶液，糖，鹽，加入，混合成團3.攪拌機攪打到有厚膜，加入奶油，打到薄膜4.手揉3段折疊幾次光滑，收圓，蓋住發酵約1小時，約兩倍大,搓洞不回彈即可5.排氣，切成兩塊，分別搓圓，發酵15分6.桿平後卷成圓柱（短邊7.發酵45分，上烤箱"
"
月下美人麵絲瓜
",素了愿,https://img-global.cpcdn.com/recipes/e109e2a319df9b98/751x532cq70/%E6%9C%88%E4%B8%8B%E7%BE%8E%E4%BA%BA%E9%BA%B5%E7%B5%B2%E7%93%9C-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"絲瓜一條
月下美人一朵
菇少許爆香用
麵線…看個人，當菜吃，少放，想吃飽就多煮，水須多兑
","



","1.月下美人切粗絲
絲瓜切斜片
菇先爆香，兌水，擱入絲瓜月下美人，待水滾，續入麵線煮熟，加鹽。"
"
檸檬蛋糕
",安安廚房,https://img-global.cpcdn.com/recipes/7f19690e279f2f0d/751x532cq70/%E6%AA%B8%E6%AA%AC%E8%9B%8B%E7%B3%95-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"克奶油
顆蛋
克低筋麵粉
克白糖
克檸檬汁
","70
3
90
60
40
",1.首先準備材料🥚，如上所述。2.先將雞蛋放入攪拌鍋，將低筋麵粉過篩，接著打發，然後奶油融化後再倒入其中，繼續攪拌，最後加入檸檬汁🍋，打至濃稠狀能畫出線條後即可。3.將蛋糕模型塗上奶油，接著將步驟2的麵糊倒入其中。🥣（事後覺得應該用料理紙鋪在上面，清理時比較方便！）4.用烤箱180度烤20分鐘，上面淋些檸檬糖漿，或將蘋果切片裝飾🍎
